Time	Watts	AveWatts	Volts	Amps	WattHrs	AveWttHrs	Cost	Avg_Kwh	Mo_Cost	Max_Wts	Max_Vlt	Max_Amp	Min_Wts	Min_Vlt	Min_Amp	Pwr_Fct	Dty_Cyc	Pwr_Cyc	Log_Start	Log_Stop	R1	R2
42145.49819628	106.00	125.10	223.500	0.437	278.30	268.53	0.000	83.35	0.000	108.30	0.00	0.000	105.90	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49842771	105.90	124.19	223.800	0.410	278.80	269.22	0.000	83.33	0.000	106.00	0.00	0.000	105.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49865927	106.80	123.29	221.900	0.510	279.40	269.90	0.000	83.32	0.000	106.80	0.00	0.000	105.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49889069	105.60	122.33	223.600	0.435	280.00	270.58	0.000	83.30	0.000	107.00	0.00	0.000	105.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49912211	105.90	121.29	223.700	0.415	280.60	271.26	0.000	83.28	0.000	116.00	0.00	0.000	105.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49935353	106.00	120.42	224.000	0.425	281.20	271.93	0.000	83.27	0.000	106.30	0.00	0.000	105.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49958488	105.20	119.55	223.100	0.445	281.80	272.59	0.000	83.25	0.000	106.00	0.00	0.000	105.10	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49981626	105.30	118.57	223.100	0.414	282.40	273.25	0.000	83.23	0.000	118.00	0.00	0.000	104.90	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.50004765	105.10	117.72	223.000	0.399	282.90	273.90	0.000	83.22	0.000	106.10	0.00	0.000	105.10	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.50027904	104.70	116.74	223.900	0.435	283.50	274.55	0.000	83.20	0.000	111.30	0.00	0.000	104.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.50051043	104.60	115.67	224.000	0.420	284.10	275.19	0.000	83.18	0.000	104.70	0.00	0.000	104.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.50074182	104.90	115.27	223.700	0.490	284.70	275.82	0.000	83.16	0.000	105.00	0.00	0.000	104.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.50097324	105.20	114.99	223.600	0.439	285.30	276.46	0.000	83.15	0.000	105.50	0.00	0.000	104.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
